"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","E2E путь пользователя","tests.ui","Sat Feb 21 04:44:08 UTC 2026","skipped","Sat Feb 21 04:44:08 UTC 2026","TestE2E","test_e2e","",""
"","281","Открытие карточки товара","tests.ui","Sat Feb 21 04:44:05 UTC 2026","passed","Sat Feb 21 04:44:05 UTC 2026","TestHomePage","test_home_page","",""
"","25","Создание пользователя с невалидным паролем","tests.api","Sat Feb 21 04:41:38 UTC 2026","passed","Sat Feb 21 04:41:38 UTC 2026","TestUserNegative","test_user","",""
"","473","Создание продукта с данными в невалидном формате","tests.api","Sat Feb 21 04:41:26 UTC 2026","passed","Sat Feb 21 04:41:27 UTC 2026","TestProductNegative","test_product","",""
"","20","Получение списка заказов","tests.api","Sat Feb 21 04:41:22 UTC 2026","passed","Sat Feb 21 04:41:22 UTC 2026","TestOrderPositive","test_order","",""
"","25","Получение данных корзины","tests.api","Sat Feb 21 04:41:12 UTC 2026","passed","Sat Feb 21 04:41:12 UTC 2026","TestCartPositive","test_cart","",""
"","15","Регистрация пользователя с зарегистрированным email","tests.api","Sat Feb 21 04:41:00 UTC 2026","passed","Sat Feb 21 04:41:00 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","16","Обновление количества единицы продукта в корзине","tests.api","Sat Feb 21 04:41:21 UTC 2026","passed","Sat Feb 21 04:41:21 UTC 2026","TestCartPositive","test_cart","",""
"","16","Создание заказа с удаленной корзиной","tests.api","Sat Feb 21 04:41:16 UTC 2026","passed","Sat Feb 21 04:41:16 UTC 2026","TestOrderNegative","test_order","",""
"","453","Логин пользователя с невалидным форматом email и валидным паролем","tests.api","Sat Feb 21 04:41:04 UTC 2026","passed","Sat Feb 21 04:41:04 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","893","Логин пользователя с отсутствующим паролем","tests.api","Sat Feb 21 04:41:04 UTC 2026","passed","Sat Feb 21 04:41:05 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","264","Логин пользователя с невалидным форматом email и валидным паролем","tests.api","Sat Feb 21 04:41:04 UTC 2026","passed","Sat Feb 21 04:41:05 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","25","Создание пользователя с невалидным телефоном","tests.api","Sat Feb 21 04:41:39 UTC 2026","passed","Sat Feb 21 04:41:39 UTC 2026","TestUserNegative","test_user","",""
"","890","Добавление товара без наличия в корзину","tests.api","Sat Feb 21 04:41:13 UTC 2026","passed","Sat Feb 21 04:41:14 UTC 2026","TestCartNegative","test_cart","",""
"","22","Создание пользователя с невалидным email","tests.api","Sat Feb 21 04:41:37 UTC 2026","passed","Sat Feb 21 04:41:37 UTC 2026","TestUserNegative","test_user","",""
"","22","Создание пользователя с невалидным email","tests.api","Sat Feb 21 04:41:37 UTC 2026","passed","Sat Feb 21 04:41:37 UTC 2026","TestUserNegative","test_user","",""
"","614","Добавление товара в корзину с авторизацией","tests.ui","Sat Feb 21 04:44:22 UTC 2026","passed","Sat Feb 21 04:44:22 UTC 2026","TestHomePage","test_home_page","",""
"","27","Добавление единицы продукта в корзину","tests.api","Sat Feb 21 04:41:07 UTC 2026","passed","Sat Feb 21 04:41:07 UTC 2026","TestCartPositive","test_cart","",""
"","21","Полное обновление существующего продукта","tests.api","Sat Feb 21 04:41:34 UTC 2026","passed","Sat Feb 21 04:41:34 UTC 2026","TestProductPositive","test_product","",""
"","488","Создание пользователя с невалидным email","tests.api","Sat Feb 21 04:41:34 UTC 2026","passed","Sat Feb 21 04:41:34 UTC 2026","TestUserNegative","test_user","",""
"","219","Добавление товара в корзину без авторизации","tests.ui","Sat Feb 21 04:44:07 UTC 2026","passed","Sat Feb 21 04:44:07 UTC 2026","TestHomePage","test_home_page","",""
"","11","Создание пользователя с уже зарегистрированным email","tests.api","Sat Feb 21 04:41:39 UTC 2026","passed","Sat Feb 21 04:41:39 UTC 2026","TestUserNegative","test_user","",""
"","750","Обновление данных существующего пользователя","tests.api","Sat Feb 21 04:41:36 UTC 2026","passed","Sat Feb 21 04:41:37 UTC 2026","TestUserPositive","test_user","",""
"","164","Отображение хедера в неавторизованном состоянии","tests.ui","Sat Feb 21 04:43:56 UTC 2026","passed","Sat Feb 21 04:43:56 UTC 2026","TestHeader","test_header","",""
"","304","Добавление товара в корзину без авторизации","tests.ui","Sat Feb 21 04:44:22 UTC 2026","passed","Sat Feb 21 04:44:22 UTC 2026","TestProductDetailPage","test_product_detail_page","",""
"","288","Открытие карточки товара","tests.ui","Sat Feb 21 04:44:05 UTC 2026","passed","Sat Feb 21 04:44:05 UTC 2026","TestHomePage","test_home_page","",""
"","512","Логин пользователя с зарегистрированным email и неподходящим паролем","tests.api","Sat Feb 21 04:41:02 UTC 2026","passed","Sat Feb 21 04:41:02 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","314","Отображение главной страницы","tests.ui","Sat Feb 21 04:44:02 UTC 2026","passed","Sat Feb 21 04:44:03 UTC 2026","TestHomePage","test_home_page","",""
"","466","Создание заказа если один из продуктов недоступен","tests.api","Sat Feb 21 04:41:11 UTC 2026","passed","Sat Feb 21 04:41:11 UTC 2026","TestOrderNegative","test_order","",""
