"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","221","Отображение хедера в неавторизованном состоянии","tests.ui","Mon Feb 23 02:09:54 UTC 2026","passed","Mon Feb 23 02:09:54 UTC 2026","TestHeader","test_header","",""
"","481","Отображение страницы регистрации","tests.ui.test_authentication","Mon Feb 23 02:09:44 UTC 2026","passed","Mon Feb 23 02:09:44 UTC 2026","TestRegistration","test_registration_page","",""
"","15","Получение заказа по id","tests.api","Mon Feb 23 02:07:17 UTC 2026","passed","Mon Feb 23 02:07:17 UTC 2026","TestOrderPositive","test_order","",""
"","496","Получение существующего пользователя","tests.api","Mon Feb 23 02:07:33 UTC 2026","passed","Mon Feb 23 02:07:33 UTC 2026","TestUserPositive","test_user","",""
"","17","Создание заказа с удаленной корзиной","tests.api","Mon Feb 23 02:07:17 UTC 2026","passed","Mon Feb 23 02:07:17 UTC 2026","TestOrderNegative","test_order","",""
"","366","Отображение главной страницы","tests.ui","Mon Feb 23 02:10:00 UTC 2026","passed","Mon Feb 23 02:10:00 UTC 2026","TestHomePage","test_home_page","",""
"","1230","Выход из аккаунта","tests.ui","Mon Feb 23 02:10:12 UTC 2026","passed","Mon Feb 23 02:10:13 UTC 2026","TestHeader","test_header","",""
"","473","Создание заказа если один из продуктов недоступен","tests.api","Mon Feb 23 02:07:11 UTC 2026","passed","Mon Feb 23 02:07:12 UTC 2026","TestOrderNegative","test_order","",""
"","364","Отображение хедера в авторизованном состоянии","tests.ui","Mon Feb 23 02:09:58 UTC 2026","passed","Mon Feb 23 02:09:58 UTC 2026","TestHeader","test_header","",""
"","19","Создание пользователя с невалидным телефоном","tests.api","Mon Feb 23 02:07:39 UTC 2026","passed","Mon Feb 23 02:07:39 UTC 2026","TestUserNegative","test_user","",""
"","7","Создание пользователя с уже зарегистрированным email","tests.api","Mon Feb 23 02:07:40 UTC 2026","passed","Mon Feb 23 02:07:40 UTC 2026","TestUserNegative","test_user","",""
"","21","Создание пользователя с невалидным email","tests.api","Mon Feb 23 02:07:36 UTC 2026","passed","Mon Feb 23 02:07:36 UTC 2026","TestUserNegative","test_user","",""
"","369","Отображение пустого списка заказов","tests.ui.test_orders","Mon Feb 23 02:10:12 UTC 2026","passed","Mon Feb 23 02:10:12 UTC 2026","TestOrdersList","test_orders_list_page","",""
"","1593","Логин существующего пользователя","tests.ui.test_authentication","Mon Feb 23 02:09:45 UTC 2026","passed","Mon Feb 23 02:09:47 UTC 2026","TestLogin","test_login_page","",""
"","15","Обновление количества единицы продукта в корзине","tests.api","Mon Feb 23 02:07:23 UTC 2026","passed","Mon Feb 23 02:07:23 UTC 2026","TestCartPositive","test_cart","",""
"","22","Удаление единицы продукта из корзины","tests.api","Mon Feb 23 02:07:19 UTC 2026","passed","Mon Feb 23 02:07:19 UTC 2026","TestCartPositive","test_cart","",""
