"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","653","Создание продукта с данными в невалидном формате","tests.api","Sat Feb 21 23:56:07 UTC 2026","passed","Sat Feb 21 23:56:08 UTC 2026","TestProductNegative","test_product","",""
"","20","Частичное обновление существующего продукта","tests.api","Sat Feb 21 23:56:08 UTC 2026","passed","Sat Feb 21 23:56:08 UTC 2026","TestProductPositive","test_product","",""
"","252","Создание заказа","tests.api","Sat Feb 21 23:55:52 UTC 2026","passed","Sat Feb 21 23:55:53 UTC 2026","TestOrderPositive","test_order","",""
"","499","Добавление товара без наличия в корзину","tests.api","Sat Feb 21 23:55:57 UTC 2026","passed","Sat Feb 21 23:55:58 UTC 2026","TestCartNegative","test_cart","",""
"","716","Создание продукта с данными в невалидном формате","tests.api","Sat Feb 21 23:56:10 UTC 2026","passed","Sat Feb 21 23:56:11 UTC 2026","TestProductNegative","test_product","",""
"","1104","Регистрация нового пользователя","tests.ui.test_authentication","Sat Feb 21 23:58:07 UTC 2026","passed","Sat Feb 21 23:58:08 UTC 2026","TestRegistration","test_registration_page","",""
"","7","Создание пользователя с уже зарегистрированным email","tests.api","Sat Feb 21 23:56:22 UTC 2026","passed","Sat Feb 21 23:56:22 UTC 2026","TestUserNegative","test_user","",""
"","753","Создание пользователя с невалидным телефоном","tests.api","Sat Feb 21 23:56:20 UTC 2026","passed","Sat Feb 21 23:56:21 UTC 2026","TestUserNegative","test_user","",""
"","270","Логин пользователя с невалидным форматом email и валидным паролем","tests.api","Sat Feb 21 23:55:45 UTC 2026","passed","Sat Feb 21 23:55:45 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","241","Создание пользователя с невалидным телефоном","tests.api","Sat Feb 21 23:56:22 UTC 2026","passed","Sat Feb 21 23:56:22 UTC 2026","TestUserNegative","test_user","",""
"","271","Создание продукта с некорректным URL изображения","tests.api","Sat Feb 21 23:56:16 UTC 2026","passed","Sat Feb 21 23:56:16 UTC 2026","TestProductNegative","test_product","",""
"","1386","Логин существующего пользователя","tests.ui.test_authentication","Sat Feb 21 23:58:08 UTC 2026","passed","Sat Feb 21 23:58:10 UTC 2026","TestLogin","test_login_page","",""
"","290","Добавление товара в корзину без авторизации","tests.ui","Sat Feb 21 23:58:26 UTC 2026","passed","Sat Feb 21 23:58:26 UTC 2026","TestHomePage","test_home_page","",""
"","594","Отображение главной страницы","tests.ui","Sat Feb 21 23:58:22 UTC 2026","passed","Sat Feb 21 23:58:23 UTC 2026","TestHomePage","test_home_page","",""
"","492","Удаление товара из корзины","tests.ui","Sat Feb 21 23:58:20 UTC 2026","passed","Sat Feb 21 23:58:20 UTC 2026","TestCartPage","test_cart_page","",""
"","737","Удаление существующего продукта","tests.api","Sat Feb 21 23:56:11 UTC 2026","passed","Sat Feb 21 23:56:12 UTC 2026","TestProductPositive","test_product","",""
"","26","Создание пользователя с невалидным телефоном","tests.api","Sat Feb 21 23:56:21 UTC 2026","passed","Sat Feb 21 23:56:21 UTC 2026","TestUserNegative","test_user","",""
"","24","Создание продукта без заполнения обязательного поля","tests.api","Sat Feb 21 23:56:11 UTC 2026","passed","Sat Feb 21 23:56:11 UTC 2026","TestProductNegative","test_product","",""
"","505","Получение текущего пользователя","tests.api","Sat Feb 21 23:56:19 UTC 2026","passed","Sat Feb 21 23:56:19 UTC 2026","TestUserPositive","test_user","",""
"","21","Логин пользователя с невалидным форматом email и валидным паролем","tests.api","Sat Feb 21 23:55:43 UTC 2026","passed","Sat Feb 21 23:55:43 UTC 2026","TestAuthenticationNegative","test_authentication","",""
"","515","Навигация по ссылкам в хедере при неавторизованном состоянии","tests.ui","Sat Feb 21 23:58:18 UTC 2026","passed","Sat Feb 21 23:58:19 UTC 2026","TestHeader","test_header","",""
"","17","Получение существующего пользователя","tests.api","Sat Feb 21 23:56:16 UTC 2026","passed","Sat Feb 21 23:56:16 UTC 2026","TestUserPositive","test_user","",""
"","213","Создание продукта без заполнения обязательного поля","tests.api","Sat Feb 21 23:56:13 UTC 2026","passed","Sat Feb 21 23:56:13 UTC 2026","TestProductNegative","test_product","",""
"","249","Создание пользователя с невалидным паролем","tests.api","Sat Feb 21 23:56:20 UTC 2026","passed","Sat Feb 21 23:56:20 UTC 2026","TestUserNegative","test_user","",""
"","677","Создание пользователя с невалидным email","tests.api","Sat Feb 21 23:56:17 UTC 2026","passed","Sat Feb 21 23:56:18 UTC 2026","TestUserNegative","test_user","",""
"","257","Создание продукта с некорректным URL изображения","tests.api","Sat Feb 21 23:56:16 UTC 2026","passed","Sat Feb 21 23:56:16 UTC 2026","TestProductNegative","test_product","",""
"","689","Полное обновление существующего продукта","tests.api","Sat Feb 21 23:56:13 UTC 2026","passed","Sat Feb 21 23:56:13 UTC 2026","TestProductPositive","test_product","",""
"","15","Получение заказа по id","tests.api","Sat Feb 21 23:56:00 UTC 2026","passed","Sat Feb 21 23:56:00 UTC 2026","TestOrderPositive","test_order","",""
